Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base,subject_base,option_base
coudre, cou, 1-pl, subjonctif-imparfait, sew, we, subjonctif imparfait,coudre,,
coudre, cou, 2-pl, subjonctif-imparfait, sew, you all, subjonctif imparfait,coudre,,
coudre, cou, 3-pl-m, subjonctif-imparfait, sew, they (m), subjonctif imparfait,coudre,,
coudre, cou, 3-pl-f, subjonctif-imparfait, sew, they (f), subjonctif imparfait,coudre,,
coudre, cou, 1-sg, subjonctif-present, sew, i, subjonctif present,coudre,,
coudre, cou, 2-sg, subjonctif-present, sew, you, subjonctif present,coudre,,
coudre, cou, 3-sg-m, subjonctif-present, sew, he, subjonctif present,coudre,,
coudre, cou, 3-sg-f, subjonctif-present, sew, she, subjonctif present,coudre,,
coudre, cou, 3-sg-n, subjonctif-present, sew, it, subjonctif present,coudre,,
coudre, cou, 1-pl, subjonctif-present, sew, we, subjonctif present,coudre,,
coudre, cou, 2-pl, subjonctif-present, sew, you all, subjonctif present,coudre,,
coudre, cou, 3-pl-m, subjonctif-present, sew, they (m), subjonctif present,coudre,,
coudre, cou, 3-pl-f, subjonctif-present, sew, they (f), subjonctif present,coudre,,
courir, cour, 1-sg, conditionnel-present, run, i, conditionnel present,courir,,
courir, cour, 2-sg, conditionnel-present, run, you, conditionnel present,courir,,
courir, cour, 3-sg-m, conditionnel-present, run, he, conditionnel present,courir,,
courir, cour, 3-sg-f, conditionnel-present, run, she, conditionnel present,courir,,
courir, cour, 3-sg-n, conditionnel-present, run, it, conditionnel present,courir,,
courir, cour, 1-pl, conditionnel-present, run, we, conditionnel present,courir,,
courir, cour, 2-pl, conditionnel-present, run, you all, conditionnel present,courir,,
courir, cour, 3-pl-m, conditionnel-present, run, they (m), conditionnel present,courir,,
courir, cour, 3-pl-f, conditionnel-present, run, they (f), conditionnel present,courir,,
courir, cour, 1-sg, imperatif-present, run, i, imperatif present,courir,,
courir, cour, 2-sg, imperatif-present, run, you, imperatif present,courir,,
courir, cour, 3-sg-m, imperatif-present, run, he, imperatif present,courir,,
courir, cour, 3-sg-f, imperatif-present, run, she, imperatif present,courir,,
courir, cour, 3-sg-n, imperatif-present, run, it, imperatif present,courir,,
courir, cour, 1-sg, indicatif-futur, run, i, indicatif futur,courir,,
courir, cour, 2-sg, indicatif-futur, run, you, indicatif futur,courir,,
courir, cour, 3-sg-m, indicatif-futur, run, he, indicatif futur,courir,,
courir, cour, 3-sg-f, indicatif-futur, run, she, indicatif futur,courir,,
courir, cour, 3-sg-n, indicatif-futur, run, it, indicatif futur,courir,,
courir, cour, 1-pl, indicatif-futur, run, we, indicatif futur,courir,,
courir, cour, 2-pl, indicatif-futur, run, you all, indicatif futur,courir,,
courir, cour, 3-pl-m, indicatif-futur, run, they (m), indicatif futur,courir,,
courir, cour, 3-pl-f, indicatif-futur, run, they (f), indicatif futur,courir,,
courir, cour, 1-sg, indicatif-imparfait, run, i, indicatif imparfait,courir,,
courir, cour, 2-sg, indicatif-imparfait, run, you, indicatif imparfait,courir,,
courir, cour, 3-sg-m, indicatif-imparfait, run, he, indicatif imparfait,courir,,
courir, cour, 3-sg-f, indicatif-imparfait, run, she, indicatif imparfait,courir,,
courir, cour, 3-sg-n, indicatif-imparfait, run, it, indicatif imparfait,courir,,
courir, cour, 1-pl, indicatif-imparfait, run, we, indicatif imparfait,courir,,
courir, cour, 2-pl, indicatif-imparfait, run, you all, indicatif imparfait,courir,,
courir, cour, 3-pl-m, indicatif-imparfait, run, they (m), indicatif imparfait,courir,,
courir, cour, 3-pl-f, indicatif-imparfait, run, they (f), indicatif imparfait,courir,,
courir, cour, 1-sg, indicatif-passe-simple, run, i, indicatif passe simple,courir,,
courir, cour, 2-sg, indicatif-passe-simple, run, you, indicatif passe simple,courir,,
courir, cour, 3-sg-m, indicatif-passe-simple, run, he, indicatif passe simple,courir,,
courir, cour, 3-sg-f, indicatif-passe-simple, run, she, indicatif passe simple,courir,,
courir, cour, 3-sg-n, indicatif-passe-simple, run, it, indicatif passe simple,courir,,
courir, cour, 1-pl, indicatif-passe-simple, run, we, indicatif passe simple,courir,,
courir, cour, 2-pl, indicatif-passe-simple, run, you all, indicatif passe simple,courir,,
courir, cour, 3-pl-m, indicatif-passe-simple, run, they (m), indicatif passe simple,courir,,
courir, cour, 3-pl-f, indicatif-passe-simple, run, they (f), indicatif passe simple,courir,,
courir, cour, 1-sg, indicatif-present, run, i, indicatif present,courir,,
courir, cour, 2-sg, indicatif-present, run, you, indicatif present,courir,,
courir, cour, 3-sg-m, indicatif-present, run, he, indicatif present,courir,,
courir, cour, 3-sg-f, indicatif-present, run, she, indicatif present,courir,,
courir, cour, 3-sg-n, indicatif-present, run, it, indicatif present,courir,,
courir, cour, 1-pl, indicatif-present, run, we, indicatif present,courir,,
courir, cour, 2-pl, indicatif-present, run, you all, indicatif present,courir,,
courir, cour, 3-pl-m, indicatif-present, run, they (m), indicatif present,courir,,
courir, cour, 3-pl-f, indicatif-present, run, they (f), indicatif present,courir,,
courir, cour, 3-sg-m, participe-passe, run, he, participe passe,courir,,
courir, cour, 3-pl-m, participe-passe, run, they (m), participe passe,courir,,
courir, cour, 3-sg-f, participe-passe, run, she, participe passe,courir,,
courir, cour, 3-pl-f, participe-passe, run, they (f), participe passe,courir,,
courir, cour, 1-sg, subjonctif-imparfait, run, i, subjonctif imparfait,courir,,
courir, cour, 2-sg, subjonctif-imparfait, run, you, subjonctif imparfait,courir,,
courir, cour, 3-sg-m, subjonctif-imparfait, run, he, subjonctif imparfait,courir,,
courir, cour, 3-sg-f, subjonctif-imparfait, run, she, subjonctif imparfait,courir,,
courir, cour, 3-sg-n, subjonctif-imparfait, run, it, subjonctif imparfait,courir,,
courir, cour, 1-pl, subjonctif-imparfait, run, we, subjonctif imparfait,courir,,
courir, cour, 2-pl, subjonctif-imparfait, run, you all, subjonctif imparfait,courir,,
courir, cour, 3-pl-m, subjonctif-imparfait, run, they (m), subjonctif imparfait,courir,,
courir, cour, 3-pl-f, subjonctif-imparfait, run, they (f), subjonctif imparfait,courir,,
courir, cour, 1-sg, subjonctif-present, run, i, subjonctif present,courir,,
courir, cour, 2-sg, subjonctif-present, run, you, subjonctif present,courir,,
courir, cour, 3-sg-m, subjonctif-present, run, he, subjonctif present,courir,,
courir, cour, 3-sg-f, subjonctif-present, run, she, subjonctif present,courir,,
courir, cour, 3-sg-n, subjonctif-present, run, it, subjonctif present,courir,,
courir, cour, 1-pl, subjonctif-present, run, we, subjonctif present,courir,,
courir, cour, 2-pl, subjonctif-present, run, you all, subjonctif present,courir,,
courir, cour, 3-pl-m, subjonctif-present, run, they (m), subjonctif present,courir,,
courir, cour, 3-pl-f, subjonctif-present, run, they (f), subjonctif present,courir,,
croire, cr, 1-sg, conditionnel-present, believe, i, conditionnel present,croire,,
croire, cr, 2-sg, conditionnel-present, believe, you, conditionnel present,croire,,
croire, cr, 3-sg-m, conditionnel-present, believe, he, conditionnel present,croire,,
croire, cr, 3-sg-f, conditionnel-present, believe, she, conditionnel present,croire,,
croire, cr, 3-sg-n, conditionnel-present, believe, it, conditionnel present,croire,,
croire, cr, 1-pl, conditionnel-present, believe, we, conditionnel present,croire,,
croire, cr, 2-pl, conditionnel-present, believe, you all, conditionnel present,croire,,
croire, cr, 3-pl-m, conditionnel-present, believe, they (m), conditionnel present,croire,,
croire, cr, 3-pl-f, conditionnel-present, believe, they (f), conditionnel present,croire,,
croire, cr, 1-sg, imperatif-present, believe, i, imperatif present,croire,,
croire, cr, 2-sg, imperatif-present, believe, you, imperatif present,croire,,
croire, cr, 3-sg-m, imperatif-present, believe, he, imperatif present,croire,,
croire, cr, 3-sg-f, imperatif-present, believe, she, imperatif present,croire,,
croire, cr, 3-sg-n, imperatif-present, believe, it, imperatif present,croire,,
croire, cr, 1-sg, indicatif-futur, believe, i, indicatif futur,croire,,
croire, cr, 2-sg, indicatif-futur, believe, you, indicatif futur,croire,,
croire, cr, 3-sg-m, indicatif-futur, believe, he, indicatif futur,croire,,
croire, cr, 3-sg-f, indicatif-futur, believe, she, indicatif futur,croire,,
croire, cr, 3-sg-n, indicatif-futur, believe, it, indicatif futur,croire,,
croire, cr, 1-pl, indicatif-futur, believe, we, indicatif futur,croire,,
croire, cr, 2-pl, indicatif-futur, believe, you all, indicatif futur,croire,,
croire, cr, 3-pl-m, indicatif-futur, believe, they (m), indicatif futur,croire,,
croire, cr, 3-pl-f, indicatif-futur, believe, they (f), indicatif futur,croire,,
croire, cr, 1-sg, indicatif-imparfait, believe, i, indicatif imparfait,croire,,
croire, cr, 2-sg, indicatif-imparfait, believe, you, indicatif imparfait,croire,,
croire, cr, 3-sg-m, indicatif-imparfait, believe, he, indicatif imparfait,croire,,
croire, cr, 3-sg-f, indicatif-imparfait, believe, she, indicatif imparfait,croire,,
croire, cr, 3-sg-n, indicatif-imparfait, believe, it, indicatif imparfait,croire,,
croire, cr, 1-pl, indicatif-imparfait, believe, we, indicatif imparfait,croire,,
croire, cr, 2-pl, indicatif-imparfait, believe, you all, indicatif imparfait,croire,,
croire, cr, 3-pl-m, indicatif-imparfait, believe, they (m), indicatif imparfait,croire,,
croire, cr, 3-pl-f, indicatif-imparfait, believe, they (f), indicatif imparfait,croire,,
croire, cr, 1-sg, indicatif-passe-simple, believe, i, indicatif passe simple,croire,,
croire, cr, 2-sg, indicatif-passe-simple, believe, you, indicatif passe simple,croire,,
croire, cr, 3-sg-m, indicatif-passe-simple, believe, he, indicatif passe simple,croire,,
croire, cr, 3-sg-f, indicatif-passe-simple, believe, she, indicatif passe simple,croire,,
croire, cr, 3-sg-n, indicatif-passe-simple, believe, it, indicatif passe simple,croire,,
croire, cr, 1-pl, indicatif-passe-simple, believe, we, indicatif passe simple,croire,,
croire, cr, 2-pl, indicatif-passe-simple, believe, you all, indicatif passe simple,croire,,
croire, cr, 3-pl-m, indicatif-passe-simple, believe, they (m), indicatif passe simple,croire,,
croire, cr, 3-pl-f, indicatif-passe-simple, believe, they (f), indicatif passe simple,croire,,
croire, cr, 1-sg, indicatif-present, believe, i, indicatif present,croire,,
croire, cr, 2-sg, indicatif-present, believe, you, indicatif present,croire,,
croire, cr, 3-sg-m, indicatif-present, believe, he, indicatif present,croire,,
croire, cr, 3-sg-f, indicatif-present, believe, she, indicatif present,croire,,
croire, cr, 3-sg-n, indicatif-present, believe, it, indicatif present,croire,,
croire, cr, 1-pl, indicatif-present, believe, we, indicatif present,croire,,
croire, cr, 2-pl, indicatif-present, believe, you all, indicatif present,croire,,
croire, cr, 3-pl-m, indicatif-present, believe, they (m), indicatif present,croire,,
croire, cr, 3-pl-f, indicatif-present, believe, they (f), indicatif present,croire,,
croire, cr, 3-sg-m, participe-passe, believe, he, participe passe,croire,,
croire, cr, 3-pl-m, participe-passe, believe, they (m), participe passe,croire,,
croire, cr, 3-sg-f, participe-passe, believe, she, participe passe,croire,,
croire, cr, 3-pl-f, participe-passe, believe, they (f), participe passe,croire,,
croire, cr, 1-sg, subjonctif-imparfait, believe, i, subjonctif imparfait,croire,,
croire, cr, 2-sg, subjonctif-imparfait, believe, you, subjonctif imparfait,croire,,
croire, cr, 3-sg-m, subjonctif-imparfait, believe, he, subjonctif imparfait,croire,,
croire, cr, 3-sg-f, subjonctif-imparfait, believe, she, subjonctif imparfait,croire,,
croire, cr, 3-sg-n, subjonctif-imparfait, believe, it, subjonctif imparfait,croire,,
croire, cr, 1-pl, subjonctif-imparfait, believe, we, subjonctif imparfait,croire,,
croire, cr, 2-pl, subjonctif-imparfait, believe, you all, subjonctif imparfait,croire,,
croire, cr, 3-pl-m, subjonctif-imparfait, believe, they (m), subjonctif imparfait,croire,,
croire, cr, 3-pl-f, subjonctif-imparfait, believe, they (f), subjonctif imparfait,croire,,
croire, cr, 1-sg, subjonctif-present, believe, i, subjonctif present,croire,,
croire, cr, 2-sg, subjonctif-present, believe, you, subjonctif present,croire,,
croire, cr, 3-sg-m, subjonctif-present, believe, he, subjonctif present,croire,,
croire, cr, 3-sg-f, subjonctif-present, believe, she, subjonctif present,croire,,
croire, cr, 3-sg-n, subjonctif-present, believe, it, subjonctif present,croire,,
croire, cr, 1-pl, subjonctif-present, believe, we, subjonctif present,croire,,
croire, cr, 2-pl, subjonctif-present, believe, you all, subjonctif present,croire,,
croire, cr, 3-pl-m, subjonctif-present, believe, they (m), subjonctif present,croire,,
croire, cr, 3-pl-f, subjonctif-present, believe, they (f), subjonctif present,croire,,
croitre, cr, 1-sg, conditionnel-present, increase, i, conditionnel present,croitre,,
croitre, cr, 2-sg, conditionnel-present, increase, you, conditionnel present,croitre,,
croitre, cr, 3-sg-m, conditionnel-present, increase, he, conditionnel present,croitre,,
croitre, cr, 3-sg-f, conditionnel-present, increase, she, conditionnel present,croitre,,
croitre, cr, 3-sg-n, conditionnel-present, increase, it, conditionnel present,croitre,,
croitre, cr, 1-pl, conditionnel-present, increase, we, conditionnel present,croitre,,
croitre, cr, 2-pl, conditionnel-present, increase, you all, conditionnel present,croitre,,
croitre, cr, 3-pl-m, conditionnel-present, increase, they (m), conditionnel present,croitre,,
croitre, cr, 3-pl-f, conditionnel-present, increase, they (f), conditionnel present,croitre,,
croitre, cr, 1-sg, imperatif-present, increase, i, imperatif present,croitre,,
croitre, cr, 2-sg, imperatif-present, increase, you, imperatif present,croitre,,
croitre, cr, 3-sg-m, imperatif-present, increase, he, imperatif present,croitre,,
croitre, cr, 3-sg-f, imperatif-present, increase, she, imperatif present,croitre,,
croitre, cr, 3-sg-n, imperatif-present, increase, it, imperatif present,croitre,,
croitre, cr, 1-sg, indicatif-futur, increase, i, indicatif futur,croitre,,
croitre, cr, 2-sg, indicatif-futur, increase, you, indicatif futur,croitre,,
croitre, cr, 3-sg-m, indicatif-futur, increase, he, indicatif futur,croitre,,
croitre, cr, 3-sg-f, indicatif-futur, increase, she, indicatif futur,croitre,,
croitre, cr, 3-sg-n, indicatif-futur, increase, it, indicatif futur,croitre,,
croitre, cr, 1-pl, indicatif-futur, increase, we, indicatif futur,croitre,,
croitre, cr, 2-pl, indicatif-futur, increase, you all, indicatif futur,croitre,,
croitre, cr, 3-pl-m, indicatif-futur, increase, they (m), indicatif futur,croitre,,
croitre, cr, 3-pl-f, indicatif-futur, increase, they (f), indicatif futur,croitre,,
croitre, cr, 1-sg, indicatif-imparfait, increase, i, indicatif imparfait,croitre,,
croitre, cr, 2-sg, indicatif-imparfait, increase, you, indicatif imparfait,croitre,,
croitre, cr, 3-sg-m, indicatif-imparfait, increase, he, indicatif imparfait,croitre,,
croitre, cr, 3-sg-f, indicatif-imparfait, increase, she, indicatif imparfait,croitre,,
croitre, cr, 3-sg-n, indicatif-imparfait, increase, it, indicatif imparfait,croitre,,
croitre, cr, 1-pl, indicatif-imparfait, increase, we, indicatif imparfait,croitre,,
croitre, cr, 2-pl, indicatif-imparfait, increase, you all, indicatif imparfait,croitre,,
croitre, cr, 3-pl-m, indicatif-imparfait, increase, they (m), indicatif imparfait,croitre,,
croitre, cr, 3-pl-f, indicatif-imparfait, increase, they (f), indicatif imparfait,croitre,,
croitre, cr, 1-sg, indicatif-passe-simple, increase, i, indicatif passe simple,croitre,,
croitre, cr, 2-sg, indicatif-passe-simple, increase, you, indicatif passe simple,croitre,,
croitre, cr, 3-sg-m, indicatif-passe-simple, increase, he, indicatif passe simple,croitre,,
croitre, cr, 3-sg-f, indicatif-passe-simple, increase, she, indicatif passe simple,croitre,,
