Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base
conduire, condui, 1-sg, subjonctif-imparfait, drive, I, Subjonctive,conduire
conduire, condui, 2-sg, subjonctif-imparfait, drive, You, Subjonctive,conduire
conduire, condui, 3-sg-m, subjonctif-imparfait, drive, He, Subjonctive,conduire
conduire, condui, 3-sg-f, subjonctif-imparfait, drive, She, Subjonctive,conduire
conduire, condui, 3-sg-n, subjonctif-imparfait, drive, It, Subjonctive,conduire
conduire, condui, 1-pl, subjonctif-imparfait, drive, We, Subjonctive,conduire
conduire, condui, 2-pl, subjonctif-imparfait, drive, You all, Subjonctive,conduire
conduire, condui, 3-pl-m, subjonctif-imparfait, drive, They (m), Subjonctive,conduire
conduire, condui, 3-pl-f, subjonctif-imparfait, drive, They (f), Subjonctive,conduire
conduire, condui, 1-sg, subjonctif-present, drive, I, Subjonctive,conduire
conduire, condui, 2-sg, subjonctif-present, drive, You, Subjonctive,conduire
conduire, condui, 3-sg-m, subjonctif-present, drive, He, Subjonctive,conduire
conduire, condui, 3-sg-f, subjonctif-present, drive, She, Subjonctive,conduire
conduire, condui, 3-sg-n, subjonctif-present, drive, It, Subjonctive,conduire
conduire, condui, 1-pl, subjonctif-present, drive, We, Subjonctive,conduire
conduire, condui, 2-pl, subjonctif-present, drive, You all, Subjonctive,conduire
conduire, condui, 3-pl-m, subjonctif-present, drive, They (m), Subjonctive,conduire
conduire, condui, 3-pl-f, subjonctif-present, drive, They (f), Subjonctive,conduire
coudre, cou, 1-sg, conditionnel-present, sew, I, Conditional,coudre
coudre, cou, 2-sg, conditionnel-present, sew, You, Conditional,coudre
coudre, cou, 3-sg-m, conditionnel-present, sew, He, Conditional,coudre
coudre, cou, 3-sg-f, conditionnel-present, sew, She, Conditional,coudre
coudre, cou, 3-sg-n, conditionnel-present, sew, It, Conditional,coudre
coudre, cou, 1-pl, conditionnel-present, sew, We, Conditional,coudre
coudre, cou, 2-pl, conditionnel-present, sew, You all, Conditional,coudre
coudre, cou, 3-pl-m, conditionnel-present, sew, They (m), Conditional,coudre
coudre, cou, 3-pl-f, conditionnel-present, sew, They (f), Conditional,coudre
coudre, cou, 1-sg, imperatif-present, sew, I, Imperative,coudre
coudre, cou, 2-sg, imperatif-present, sew, You, Imperative,coudre
coudre, cou, 3-sg-m, imperatif-present, sew, He, Imperative,coudre
coudre, cou, 3-sg-f, imperatif-present, sew, She, Imperative,coudre
coudre, cou, 3-sg-n, imperatif-present, sew, It, Imperative,coudre
coudre, cou, 1-sg, indicatif-futur, sew, I, Indicative,coudre
coudre, cou, 2-sg, indicatif-futur, sew, You, Indicative,coudre
coudre, cou, 3-sg-m, indicatif-futur, sew, He, Indicative,coudre
coudre, cou, 3-sg-f, indicatif-futur, sew, She, Indicative,coudre
coudre, cou, 3-sg-n, indicatif-futur, sew, It, Indicative,coudre
coudre, cou, 1-pl, indicatif-futur, sew, We, Indicative,coudre
coudre, cou, 2-pl, indicatif-futur, sew, You all, Indicative,coudre
coudre, cou, 3-pl-m, indicatif-futur, sew, They (m), Indicative,coudre
coudre, cou, 3-pl-f, indicatif-futur, sew, They (f), Indicative,coudre
coudre, cou, 1-sg, indicatif-imparfait, sew, I, Indicative,coudre
coudre, cou, 2-sg, indicatif-imparfait, sew, You, Indicative,coudre
coudre, cou, 3-sg-m, indicatif-imparfait, sew, He, Indicative,coudre
coudre, cou, 3-sg-f, indicatif-imparfait, sew, She, Indicative,coudre
coudre, cou, 3-sg-n, indicatif-imparfait, sew, It, Indicative,coudre
coudre, cou, 1-pl, indicatif-imparfait, sew, We, Indicative,coudre
coudre, cou, 2-pl, indicatif-imparfait, sew, You all, Indicative,coudre
coudre, cou, 3-pl-m, indicatif-imparfait, sew, They (m), Indicative,coudre
coudre, cou, 3-pl-f, indicatif-imparfait, sew, They (f), Indicative,coudre
coudre, cou, 1-sg, indicatif-passe-simple, sew, I, Indicative,coudre
coudre, cou, 2-sg, indicatif-passe-simple, sew, You, Indicative,coudre
coudre, cou, 3-sg-m, indicatif-passe-simple, sew, He, Indicative,coudre
coudre, cou, 3-sg-f, indicatif-passe-simple, sew, She, Indicative,coudre
coudre, cou, 3-sg-n, indicatif-passe-simple, sew, It, Indicative,coudre
coudre, cou, 1-pl, indicatif-passe-simple, sew, We, Indicative,coudre
coudre, cou, 2-pl, indicatif-passe-simple, sew, You all, Indicative,coudre
coudre, cou, 3-pl-m, indicatif-passe-simple, sew, They (m), Indicative,coudre
coudre, cou, 3-pl-f, indicatif-passe-simple, sew, They (f), Indicative,coudre
coudre, cou, 1-sg, indicatif-present, sew, I, Indicative,coudre
coudre, cou, 2-sg, indicatif-present, sew, You, Indicative,coudre
coudre, cou, 3-sg-m, indicatif-present, sew, He, Indicative,coudre
coudre, cou, 3-sg-f, indicatif-present, sew, She, Indicative,coudre
coudre, cou, 3-sg-n, indicatif-present, sew, It, Indicative,coudre
coudre, cou, 1-pl, indicatif-present, sew, We, Indicative,coudre
coudre, cou, 2-pl, indicatif-present, sew, You all, Indicative,coudre
coudre, cou, 3-pl-m, indicatif-present, sew, They (m), Indicative,coudre
coudre, cou, 3-pl-f, indicatif-present, sew, They (f), Indicative,coudre
coudre, cou, 3-sg-m, participe-passe, sew, He, Participal,coudre
coudre, cou, 3-pl-m, participe-passe, sew, They (m), Participal,coudre
coudre, cou, 3-sg-f, participe-passe, sew, She, Participal,coudre
coudre, cou, 3-pl-f, participe-passe, sew, They (f), Participal,coudre
coudre, cou, 1-sg, subjonctif-imparfait, sew, I, Subjonctive,coudre
coudre, cou, 2-sg, subjonctif-imparfait, sew, You, Subjonctive,coudre
coudre, cou, 3-sg-m, subjonctif-imparfait, sew, He, Subjonctive,coudre
coudre, cou, 3-sg-f, subjonctif-imparfait, sew, She, Subjonctive,coudre
coudre, cou, 3-sg-n, subjonctif-imparfait, sew, It, Subjonctive,coudre
coudre, cou, 1-pl, subjonctif-imparfait, sew, We, Subjonctive,coudre
coudre, cou, 2-pl, subjonctif-imparfait, sew, You all, Subjonctive,coudre
coudre, cou, 3-pl-m, subjonctif-imparfait, sew, They (m), Subjonctive,coudre
coudre, cou, 3-pl-f, subjonctif-imparfait, sew, They (f), Subjonctive,coudre
coudre, cou, 1-sg, subjonctif-present, sew, I, Subjonctive,coudre
coudre, cou, 2-sg, subjonctif-present, sew, You, Subjonctive,coudre
coudre, cou, 3-sg-m, subjonctif-present, sew, He, Subjonctive,coudre
coudre, cou, 3-sg-f, subjonctif-present, sew, She, Subjonctive,coudre
coudre, cou, 3-sg-n, subjonctif-present, sew, It, Subjonctive,coudre
coudre, cou, 1-pl, subjonctif-present, sew, We, Subjonctive,coudre
coudre, cou, 2-pl, subjonctif-present, sew, You all, Subjonctive,coudre
coudre, cou, 3-pl-m, subjonctif-present, sew, They (m), Subjonctive,coudre
coudre, cou, 3-pl-f, subjonctif-present, sew, They (f), Subjonctive,coudre
courir, cour, 1-sg, conditionnel-present, run, I, Conditional,courir
courir, cour, 2-sg, conditionnel-present, run, You, Conditional,courir
courir, cour, 3-sg-m, conditionnel-present, run, He, Conditional,courir
courir, cour, 3-sg-f, conditionnel-present, run, She, Conditional,courir
courir, cour, 3-sg-n, conditionnel-present, run, It, Conditional,courir
courir, cour, 1-pl, conditionnel-present, run, We, Conditional,courir
courir, cour, 2-pl, conditionnel-present, run, You all, Conditional,courir
courir, cour, 3-pl-m, conditionnel-present, run, They (m), Conditional,courir
courir, cour, 3-pl-f, conditionnel-present, run, They (f), Conditional,courir
courir, cour, 1-sg, imperatif-present, run, I, Imperative,courir
courir, cour, 2-sg, imperatif-present, run, You, Imperative,courir
courir, cour, 3-sg-m, imperatif-present, run, He, Imperative,courir
courir, cour, 3-sg-f, imperatif-present, run, She, Imperative,courir
courir, cour, 3-sg-n, imperatif-present, run, It, Imperative,courir
courir, cour, 1-sg, indicatif-futur, run, I, Indicative,courir
courir, cour, 2-sg, indicatif-futur, run, You, Indicative,courir
courir, cour, 3-sg-m, indicatif-futur, run, He, Indicative,courir
courir, cour, 3-sg-f, indicatif-futur, run, She, Indicative,courir
courir, cour, 3-sg-n, indicatif-futur, run, It, Indicative,courir
courir, cour, 1-pl, indicatif-futur, run, We, Indicative,courir
courir, cour, 2-pl, indicatif-futur, run, You all, Indicative,courir
courir, cour, 3-pl-m, indicatif-futur, run, They (m), Indicative,courir
courir, cour, 3-pl-f, indicatif-futur, run, They (f), Indicative,courir
courir, cour, 1-sg, indicatif-imparfait, run, I, Indicative,courir
courir, cour, 2-sg, indicatif-imparfait, run, You, Indicative,courir
courir, cour, 3-sg-m, indicatif-imparfait, run, He, Indicative,courir
courir, cour, 3-sg-f, indicatif-imparfait, run, She, Indicative,courir
courir, cour, 3-sg-n, indicatif-imparfait, run, It, Indicative,courir
courir, cour, 1-pl, indicatif-imparfait, run, We, Indicative,courir
courir, cour, 2-pl, indicatif-imparfait, run, You all, Indicative,courir
courir, cour, 3-pl-m, indicatif-imparfait, run, They (m), Indicative,courir
courir, cour, 3-pl-f, indicatif-imparfait, run, They (f), Indicative,courir
courir, cour, 1-sg, indicatif-passe-simple, run, I, Indicative,courir
courir, cour, 2-sg, indicatif-passe-simple, run, You, Indicative,courir
courir, cour, 3-sg-m, indicatif-passe-simple, run, He, Indicative,courir
courir, cour, 3-sg-f, indicatif-passe-simple, run, She, Indicative,courir
courir, cour, 3-sg-n, indicatif-passe-simple, run, It, Indicative,courir
courir, cour, 1-pl, indicatif-passe-simple, run, We, Indicative,courir
courir, cour, 2-pl, indicatif-passe-simple, run, You all, Indicative,courir
courir, cour, 3-pl-m, indicatif-passe-simple, run, They (m), Indicative,courir
courir, cour, 3-pl-f, indicatif-passe-simple, run, They (f), Indicative,courir
courir, cour, 1-sg, indicatif-present, run, I, Indicative,courir
courir, cour, 2-sg, indicatif-present, run, You, Indicative,courir
courir, cour, 3-sg-m, indicatif-present, run, He, Indicative,courir
courir, cour, 3-sg-f, indicatif-present, run, She, Indicative,courir
courir, cour, 3-sg-n, indicatif-present, run, It, Indicative,courir
courir, cour, 1-pl, indicatif-present, run, We, Indicative,courir
courir, cour, 2-pl, indicatif-present, run, You all, Indicative,courir
courir, cour, 3-pl-m, indicatif-present, run, They (m), Indicative,courir
courir, cour, 3-pl-f, indicatif-present, run, They (f), Indicative,courir
courir, cour, 3-sg-m, participe-passe, run, He, Participal,courir
courir, cour, 3-pl-m, participe-passe, run, They (m), Participal,courir
courir, cour, 3-sg-f, participe-passe, run, She, Participal,courir
courir, cour, 3-pl-f, participe-passe, run, They (f), Participal,courir
courir, cour, 1-sg, subjonctif-imparfait, run, I, Subjonctive,courir
courir, cour, 2-sg, subjonctif-imparfait, run, You, Subjonctive,courir
courir, cour, 3-sg-m, subjonctif-imparfait, run, He, Subjonctive,courir
courir, cour, 3-sg-f, subjonctif-imparfait, run, She, Subjonctive,courir
courir, cour, 3-sg-n, subjonctif-imparfait, run, It, Subjonctive,courir
courir, cour, 1-pl, subjonctif-imparfait, run, We, Subjonctive,courir
courir, cour, 2-pl, subjonctif-imparfait, run, You all, Subjonctive,courir
courir, cour, 3-pl-m, subjonctif-imparfait, run, They (m), Subjonctive,courir
courir, cour, 3-pl-f, subjonctif-imparfait, run, They (f), Subjonctive,courir
courir, cour, 1-sg, subjonctif-present, run, I, Subjonctive,courir
courir, cour, 2-sg, subjonctif-present, run, You, Subjonctive,courir
courir, cour, 3-sg-m, subjonctif-present, run, He, Subjonctive,courir
courir, cour, 3-sg-f, subjonctif-present, run, She, Subjonctive,courir
courir, cour, 3-sg-n, subjonctif-present, run, It, Subjonctive,courir
courir, cour, 1-pl, subjonctif-present, run, We, Subjonctive,courir
courir, cour, 2-pl, subjonctif-present, run, You all, Subjonctive,courir
courir, cour, 3-pl-m, subjonctif-present, run, They (m), Subjonctive,courir
courir, cour, 3-pl-f, subjonctif-present, run, They (f), Subjonctive,courir
croire, cr, 1-sg, conditionnel-present, believe, I, Conditional,croire
croire, cr, 2-sg, conditionnel-present, believe, You, Conditional,croire
croire, cr, 3-sg-m, conditionnel-present, believe, He, Conditional,croire
croire, cr, 3-sg-f, conditionnel-present, believe, She, Conditional,croire
croire, cr, 3-sg-n, conditionnel-present, believe, It, Conditional,croire
croire, cr, 1-pl, conditionnel-present, believe, We, Conditional,croire
croire, cr, 2-pl, conditionnel-present, believe, You all, Conditional,croire
croire, cr, 3-pl-m, conditionnel-present, believe, They (m), Conditional,croire
croire, cr, 3-pl-f, conditionnel-present, believe, They (f), Conditional,croire
croire, cr, 1-sg, imperatif-present, believe, I, Imperative,croire
croire, cr, 2-sg, imperatif-present, believe, You, Imperative,croire
croire, cr, 3-sg-m, imperatif-present, believe, He, Imperative,croire
croire, cr, 3-sg-f, imperatif-present, believe, She, Imperative,croire
croire, cr, 3-sg-n, imperatif-present, believe, It, Imperative,croire
croire, cr, 1-sg, indicatif-futur, believe, I, Indicative,croire
croire, cr, 2-sg, indicatif-futur, believe, You, Indicative,croire
croire, cr, 3-sg-m, indicatif-futur, believe, He, Indicative,croire
croire, cr, 3-sg-f, indicatif-futur, believe, She, Indicative,croire
croire, cr, 3-sg-n, indicatif-futur, believe, It, Indicative,croire
croire, cr, 1-pl, indicatif-futur, believe, We, Indicative,croire
croire, cr, 2-pl, indicatif-futur, believe, You all, Indicative,croire
croire, cr, 3-pl-m, indicatif-futur, believe, They (m), Indicative,croire
croire, cr, 3-pl-f, indicatif-futur, believe, They (f), Indicative,croire
croire, cr, 1-sg, indicatif-imparfait, believe, I, Indicative,croire
croire, cr, 2-sg, indicatif-imparfait, believe, You, Indicative,croire
croire, cr, 3-sg-m, indicatif-imparfait, believe, He, Indicative,croire
croire, cr, 3-sg-f, indicatif-imparfait, believe, She, Indicative,croire
croire, cr, 3-sg-n, indicatif-imparfait, believe, It, Indicative,croire
croire, cr, 1-pl, indicatif-imparfait, believe, We, Indicative,croire
croire, cr, 2-pl, indicatif-imparfait, believe, You all, Indicative,croire
croire, cr, 3-pl-m, indicatif-imparfait, believe, They (m), Indicative,croire
croire, cr, 3-pl-f, indicatif-imparfait, believe, They (f), Indicative,croire
croire, cr, 1-sg, indicatif-passe-simple, believe, I, Indicative,croire
croire, cr, 2-sg, indicatif-passe-simple, believe, You, Indicative,croire
croire, cr, 3-sg-m, indicatif-passe-simple, believe, He, Indicative,croire
croire, cr, 3-sg-f, indicatif-passe-simple, believe, She, Indicative,croire
croire, cr, 3-sg-n, indicatif-passe-simple, believe, It, Indicative,croire
croire, cr, 1-pl, indicatif-passe-simple, believe, We, Indicative,croire
croire, cr, 2-pl, indicatif-passe-simple, believe, You all, Indicative,croire
croire, cr, 3-pl-m, indicatif-passe-simple, believe, They (m), Indicative,croire
croire, cr, 3-pl-f, indicatif-passe-simple, believe, They (f), Indicative,croire
croire, cr, 1-sg, indicatif-present, believe, I, Indicative,croire
croire, cr, 2-sg, indicatif-present, believe, You, Indicative,croire
croire, cr, 3-sg-m, indicatif-present, believe, He, Indicative,croire
croire, cr, 3-sg-f, indicatif-present, believe, She, Indicative,croire
croire, cr, 3-sg-n, indicatif-present, believe, It, Indicative,croire
croire, cr, 1-pl, indicatif-present, believe, We, Indicative,croire
croire, cr, 2-pl, indicatif-present, believe, You all, Indicative,croire
croire, cr, 3-pl-m, indicatif-present, believe, They (m), Indicative,croire
croire, cr, 3-pl-f, indicatif-present, believe, They (f), Indicative,croire
croire, cr, 3-sg-m, participe-passe, believe, He, Participal,croire
croire, cr, 3-pl-m, participe-passe, believe, They (m), Participal,croire
croire, cr, 3-sg-f, participe-passe, believe, She, Participal,croire
croire, cr, 3-pl-f, participe-passe, believe, They (f), Participal,croire
croire, cr, 1-sg, subjonctif-imparfait, believe, I, Subjonctive,croire
croire, cr, 2-sg, subjonctif-imparfait, believe, You, Subjonctive,croire
croire, cr, 3-sg-m, subjonctif-imparfait, believe, He, Subjonctive,croire
croire, cr, 3-sg-f, subjonctif-imparfait, believe, She, Subjonctive,croire
croire, cr, 3-sg-n, subjonctif-imparfait, believe, It, Subjonctive,croire
croire, cr, 1-pl, subjonctif-imparfait, believe, We, Subjonctive,croire
croire, cr, 2-pl, subjonctif-imparfait, believe, You all, Subjonctive,croire
croire, cr, 3-pl-m, subjonctif-imparfait, believe, They (m), Subjonctive,croire
croire, cr, 3-pl-f, subjonctif-imparfait, believe, They (f), Subjonctive,croire
croire, cr, 1-sg, subjonctif-present, believe, I, Subjonctive,croire
croire, cr, 2-sg, subjonctif-present, believe, You, Subjonctive,croire
croire, cr, 3-sg-m, subjonctif-present, believe, He, Subjonctive,croire
croire, cr, 3-sg-f, subjonctif-present, believe, She, Subjonctive,croire
croire, cr, 3-sg-n, subjonctif-present, believe, It, Subjonctive,croire
croire, cr, 1-pl, subjonctif-present, believe, We, Subjonctive,croire
croire, cr, 2-pl, subjonctif-present, believe, You all, Subjonctive,croire
croire, cr, 3-pl-m, subjonctif-present, believe, They (m), Subjonctive,croire
croire, cr, 3-pl-f, subjonctif-present, believe, They (f), Subjonctive,croire
croitre, cr, 1-sg, conditionnel-present, increase, I, Conditional,croitre
croitre, cr, 2-sg, conditionnel-present, increase, You, Conditional,croitre
croitre, cr, 3-sg-m, conditionnel-present, increase, He, Conditional,croitre
croitre, cr, 3-sg-f, conditionnel-present, increase, She, Conditional,croitre
croitre, cr, 3-sg-n, conditionnel-present, increase, It, Conditional,croitre
croitre, cr, 1-pl, conditionnel-present, increase, We, Conditional,croitre
croitre, cr, 2-pl, conditionnel-present, increase, You all, Conditional,croitre
croitre, cr, 3-pl-m, conditionnel-present, increase, They (m), Conditional,croitre
croitre, cr, 3-pl-f, conditionnel-present, increase, They (f), Conditional,croitre
croitre, cr, 1-sg, imperatif-present, increase, I, Imperative,croitre
croitre, cr, 2-sg, imperatif-present, increase, You, Imperative,croitre
croitre, cr, 3-sg-m, imperatif-present, increase, He, Imperative,croitre
croitre, cr, 3-sg-f, imperatif-present, increase, She, Imperative,croitre
croitre, cr, 3-sg-n, imperatif-present, increase, It, Imperative,croitre
croitre, cr, 1-sg, indicatif-futur, increase, I, Indicative,croitre
croitre, cr, 2-sg, indicatif-futur, increase, You, Indicative,croitre
croitre, cr, 3-sg-m, indicatif-futur, increase, He, Indicative,croitre
croitre, cr, 3-sg-f, indicatif-futur, increase, She, Indicative,croitre
croitre, cr, 3-sg-n, indicatif-futur, increase, It, Indicative,croitre
croitre, cr, 1-pl, indicatif-futur, increase, We, Indicative,croitre
croitre, cr, 2-pl, indicatif-futur, increase, You all, Indicative,croitre
croitre, cr, 3-pl-m, indicatif-futur, increase, They (m), Indicative,croitre
croitre, cr, 3-pl-f, indicatif-futur, increase, They (f), Indicative,croitre
croitre, cr, 1-sg, indicatif-imparfait, increase, I, Indicative,croitre
croitre, cr, 2-sg, indicatif-imparfait, increase, You, Indicative,croitre
croitre, cr, 3-sg-m, indicatif-imparfait, increase, He, Indicative,croitre
croitre, cr, 3-sg-f, indicatif-imparfait, increase, She, Indicative,croitre
croitre, cr, 3-sg-n, indicatif-imparfait, increase, It, Indicative,croitre
croitre, cr, 1-pl, indicatif-imparfait, increase, We, Indicative,croitre
croitre, cr, 2-pl, indicatif-imparfait, increase, You all, Indicative,croitre
croitre, cr, 3-pl-m, indicatif-imparfait, increase, They (m), Indicative,croitre
croitre, cr, 3-pl-f, indicatif-imparfait, increase, They (f), Indicative,croitre
croitre, cr, 1-sg, indicatif-passe-simple, increase, I, Indicative,croitre
croitre, cr, 2-sg, indicatif-passe-simple, increase, You, Indicative,croitre
croitre, cr, 3-sg-m, indicatif-passe-simple, increase, He, Indicative,croitre
croitre, cr, 3-sg-f, indicatif-passe-simple, increase, She, Indicative,croitre
croitre, cr, 3-sg-n, indicatif-passe-simple, increase, It, Indicative,croitre
croitre, cr, 1-pl, indicatif-passe-simple, increase, We, Indicative,croitre
croitre, cr, 2-pl, indicatif-passe-simple, increase, You all, Indicative,croitre
croitre, cr, 3-pl-m, indicatif-passe-simple, increase, They (m), Indicative,croitre
croitre, cr, 3-pl-f, indicatif-passe-simple, increase, They (f), Indicative,croitre
croitre, cr, 1-sg, indicatif-present, increase, I, Indicative,croitre
croitre, cr, 2-sg, indicatif-present, increase, You, Indicative,croitre
croitre, cr, 3-sg-m, indicatif-present, increase, He, Indicative,croitre
croitre, cr, 3-sg-f, indicatif-present, increase, She, Indicative,croitre
croitre, cr, 3-sg-n, indicatif-present, increase, It, Indicative,croitre
croitre, cr, 1-pl, indicatif-present, increase, We, Indicative,croitre
croitre, cr, 2-pl, indicatif-present, increase, You all, Indicative,croitre
croitre, cr, 3-pl-m, indicatif-present, increase, They (m), Indicative,croitre
croitre, cr, 3-pl-f, indicatif-present, increase, They (f), Indicative,croitre
croitre, cr, 3-sg-m, participe-passe, increase, He, Participal,croitre
croitre, cr, 3-pl-m, participe-passe, increase, They (m), Participal,croitre
croitre, cr, 3-sg-f, participe-passe, increase, She, Participal,croitre
croitre, cr, 3-pl-f, participe-passe, increase, They (f), Participal,croitre
croitre, cr, 1-sg, subjonctif-imparfait, increase, I, Subjonctive,croitre
croitre, cr, 2-sg, subjonctif-imparfait, increase, You, Subjonctive,croitre
croitre, cr, 3-sg-m, subjonctif-imparfait, increase, He, Subjonctive,croitre
croitre, cr, 3-sg-f, subjonctif-imparfait, increase, She, Subjonctive,croitre
croitre, cr, 3-sg-n, subjonctif-imparfait, increase, It, Subjonctive,croitre
croitre, cr, 1-pl, subjonctif-imparfait, increase, We, Subjonctive,croitre
croitre, cr, 2-pl, subjonctif-imparfait, increase, You all, Subjonctive,croitre
croitre, cr, 3-pl-m, subjonctif-imparfait, increase, They (m), Subjonctive,croitre
croitre, cr, 3-pl-f, subjonctif-imparfait, increase, They (f), Subjonctive,croitre
croitre, cr, 1-sg, subjonctif-present, increase, I, Subjonctive,croitre
croitre, cr, 2-sg, subjonctif-present, increase, You, Subjonctive,croitre
croitre, cr, 3-sg-m, subjonctif-present, increase, He, Subjonctive,croitre
croitre, cr, 3-sg-f, subjonctif-present, increase, She, Subjonctive,croitre
croitre, cr, 3-sg-n, subjonctif-present, increase, It, Subjonctive,croitre
croitre, cr, 1-pl, subjonctif-present, increase, We, Subjonctive,croitre
croitre, cr, 2-pl, subjonctif-present, increase, You all, Subjonctive,croitre
croitre, cr, 3-pl-m, subjonctif-present, increase, They (m), Subjonctive,croitre
croitre, cr, 3-pl-f, subjonctif-present, increase, They (f), Subjonctive,croitre
cremer, cr, 1-sg, conditionnel-present, ice, I, Conditional,cremer
cremer, cr, 2-sg, conditionnel-present, ice, You, Conditional,cremer
cremer, cr, 3-sg-m, conditionnel-present, ice, He, Conditional,cremer
cremer, cr, 3-sg-f, conditionnel-present, ice, She, Conditional,cremer
cremer, cr, 3-sg-n, conditionnel-present, ice, It, Conditional,cremer
cremer, cr, 1-pl, conditionnel-present, ice, We, Conditional,cremer
cremer, cr, 2-pl, conditionnel-present, ice, You all, Conditional,cremer
cremer, cr, 3-pl-m, conditionnel-present, ice, They (m), Conditional,cremer
cremer, cr, 3-pl-f, conditionnel-present, ice, They (f), Conditional,cremer
cremer, cr, 1-sg, imperatif-present, ice, I, Imperative,cremer
cremer, cr, 2-sg, imperatif-present, ice, You, Imperative,cremer
cremer, cr, 3-sg-m, imperatif-present, ice, He, Imperative,cremer
cremer, cr, 3-sg-f, imperatif-present, ice, She, Imperative,cremer
cremer, cr, 3-sg-n, imperatif-present, ice, It, Imperative,cremer
cremer, cr, 1-sg, indicatif-futur, ice, I, Indicative,cremer
cremer, cr, 2-sg, indicatif-futur, ice, You, Indicative,cremer
cremer, cr, 3-sg-m, indicatif-futur, ice, He, Indicative,cremer
cremer, cr, 3-sg-f, indicatif-futur, ice, She, Indicative,cremer
cremer, cr, 3-sg-n, indicatif-futur, ice, It, Indicative,cremer
cremer, cr, 1-pl, indicatif-futur, ice, We, Indicative,cremer
cremer, cr, 2-pl, indicatif-futur, ice, You all, Indicative,cremer
cremer, cr, 3-pl-m, indicatif-futur, ice, They (m), Indicative,cremer
cremer, cr, 3-pl-f, indicatif-futur, ice, They (f), Indicative,cremer
cremer, cr, 1-sg, indicatif-imparfait, ice, I, Indicative,cremer
cremer, cr, 2-sg, indicatif-imparfait, ice, You, Indicative,cremer
cremer, cr, 3-sg-m, indicatif-imparfait, ice, He, Indicative,cremer
cremer, cr, 3-sg-f, indicatif-imparfait, ice, She, Indicative,cremer
cremer, cr, 3-sg-n, indicatif-imparfait, ice, It, Indicative,cremer
cremer, cr, 1-pl, indicatif-imparfait, ice, We, Indicative,cremer
cremer, cr, 2-pl, indicatif-imparfait, ice, You all, Indicative,cremer
cremer, cr, 3-pl-m, indicatif-imparfait, ice, They (m), Indicative,cremer
cremer, cr, 3-pl-f, indicatif-imparfait, ice, They (f), Indicative,cremer
cremer, cr, 1-sg, indicatif-passe-simple, ice, I, Indicative,cremer
cremer, cr, 2-sg, indicatif-passe-simple, ice, You, Indicative,cremer
cremer, cr, 3-sg-m, indicatif-passe-simple, ice, He, Indicative,cremer
cremer, cr, 3-sg-f, indicatif-passe-simple, ice, She, Indicative,cremer
cremer, cr, 3-sg-n, indicatif-passe-simple, ice, It, Indicative,cremer
cremer, cr, 1-pl, indicatif-passe-simple, ice, We, Indicative,cremer
cremer, cr, 2-pl, indicatif-passe-simple, ice, You all, Indicative,cremer
cremer, cr, 3-pl-m, indicatif-passe-simple, ice, They (m), Indicative,cremer
cremer, cr, 3-pl-f, indicatif-passe-simple, ice, They (f), Indicative,cremer
cremer, cr, 1-sg, indicatif-present, ice, I, Indicative,cremer
cremer, cr, 2-sg, indicatif-present, ice, You, Indicative,cremer
cremer, cr, 3-sg-m, indicatif-present, ice, He, Indicative,cremer
cremer, cr, 3-sg-f, indicatif-present, ice, She, Indicative,cremer
cremer, cr, 3-sg-n, indicatif-present, ice, It, Indicative,cremer
cremer, cr, 1-pl, indicatif-present, ice, We, Indicative,cremer
cremer, cr, 2-pl, indicatif-present, ice, You all, Indicative,cremer
cremer, cr, 3-pl-m, indicatif-present, ice, They (m), Indicative,cremer
cremer, cr, 3-pl-f, indicatif-present, ice, They (f), Indicative,cremer
cremer, cr, 3-sg-m, participe-passe, ice, He, Participal,cremer
cremer, cr, 3-pl-m, participe-passe, ice, They (m), Participal,cremer
cremer, cr, 3-sg-f, participe-passe, ice, She, Participal,cremer
cremer, cr, 3-pl-f, participe-passe, ice, They (f), Participal,cremer
cremer, cr, 1-sg, subjonctif-imparfait, ice, I, Subjonctive,cremer
cremer, cr, 2-sg, subjonctif-imparfait, ice, You, Subjonctive,cremer
cremer, cr, 3-sg-m, subjonctif-imparfait, ice, He, Subjonctive,cremer
cremer, cr, 3-sg-f, subjonctif-imparfait, ice, She, Subjonctive,cremer
cremer, cr, 3-sg-n, subjonctif-imparfait, ice, It, Subjonctive,cremer
cremer, cr, 1-pl, subjonctif-imparfait, ice, We, Subjonctive,cremer
cremer, cr, 2-pl, subjonctif-imparfait, ice, You all, Subjonctive,cremer
cremer, cr, 3-pl-m, subjonctif-imparfait, ice, They (m), Subjonctive,cremer
cremer, cr, 3-pl-f, subjonctif-imparfait, ice, They (f), Subjonctive,cremer
cremer, cr, 1-sg, subjonctif-present, ice, I, Subjonctive,cremer
cremer, cr, 2-sg, subjonctif-present, ice, You, Subjonctive,cremer
cremer, cr, 3-sg-m, subjonctif-present, ice, He, Subjonctive,cremer
cremer, cr, 3-sg-f, subjonctif-present, ice, She, Subjonctive,cremer
cremer, cr, 3-sg-n, subjonctif-present, ice, It, Subjonctive,cremer
cremer, cr, 1-pl, subjonctif-present, ice, We, Subjonctive,cremer
cremer, cr, 2-pl, subjonctif-present, ice, You all, Subjonctive,cremer
cremer, cr, 3-pl-m, subjonctif-present, ice, They (m), Subjonctive,cremer
