Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base
absoudre, abso, 3-sg-n, imperatif-present, absolve, It, Imperative,absoudre
absoudre, abso, 1-sg, indicatif-futur, absolve, I, Indicative,absoudre
absoudre, abso, 2-sg, indicatif-futur, absolve, You, Indicative,absoudre
absoudre, abso, 3-sg-m, indicatif-futur, absolve, He, Indicative,absoudre
absoudre, abso, 3-sg-f, indicatif-futur, absolve, She, Indicative,absoudre
absoudre, abso, 3-sg-n, indicatif-futur, absolve, It, Indicative,absoudre
absoudre, abso, 1-pl, indicatif-futur, absolve, We, Indicative,absoudre
absoudre, abso, 2-pl, indicatif-futur, absolve, You all, Indicative,absoudre
absoudre, abso, 3-pl-m, indicatif-futur, absolve, They (m), Indicative,absoudre
absoudre, abso, 3-pl-f, indicatif-futur, absolve, They (f), Indicative,absoudre
absoudre, abso, 1-sg, indicatif-imparfait, absolve, I, Indicative,absoudre
absoudre, abso, 2-sg, indicatif-imparfait, absolve, You, Indicative,absoudre
absoudre, abso, 3-sg-m, indicatif-imparfait, absolve, He, Indicative,absoudre
absoudre, abso, 3-sg-f, indicatif-imparfait, absolve, She, Indicative,absoudre
absoudre, abso, 3-sg-n, indicatif-imparfait, absolve, It, Indicative,absoudre
absoudre, abso, 1-pl, indicatif-imparfait, absolve, We, Indicative,absoudre
absoudre, abso, 2-pl, indicatif-imparfait, absolve, You all, Indicative,absoudre
absoudre, abso, 3-pl-m, indicatif-imparfait, absolve, They (m), Indicative,absoudre
absoudre, abso, 3-pl-f, indicatif-imparfait, absolve, They (f), Indicative,absoudre
absoudre, abso, 1-sg, indicatif-passe-simple, absolve, I, Indicative,absoudre
absoudre, abso, 2-sg, indicatif-passe-simple, absolve, You, Indicative,absoudre
absoudre, abso, 3-sg-m, indicatif-passe-simple, absolve, He, Indicative,absoudre
absoudre, abso, 3-sg-f, indicatif-passe-simple, absolve, She, Indicative,absoudre
absoudre, abso, 3-sg-n, indicatif-passe-simple, absolve, It, Indicative,absoudre
absoudre, abso, 1-pl, indicatif-passe-simple, absolve, We, Indicative,absoudre
absoudre, abso, 2-pl, indicatif-passe-simple, absolve, You all, Indicative,absoudre
absoudre, abso, 3-pl-m, indicatif-passe-simple, absolve, They (m), Indicative,absoudre
absoudre, abso, 3-pl-f, indicatif-passe-simple, absolve, They (f), Indicative,absoudre
absoudre, abso, 1-sg, indicatif-present, absolve, I, Indicative,absoudre
absoudre, abso, 2-sg, indicatif-present, absolve, You, Indicative,absoudre
absoudre, abso, 3-sg-m, indicatif-present, absolve, He, Indicative,absoudre
absoudre, abso, 3-sg-f, indicatif-present, absolve, She, Indicative,absoudre
absoudre, abso, 3-sg-n, indicatif-present, absolve, It, Indicative,absoudre
absoudre, abso, 1-pl, indicatif-present, absolve, We, Indicative,absoudre
absoudre, abso, 2-pl, indicatif-present, absolve, You all, Indicative,absoudre
absoudre, abso, 3-pl-m, indicatif-present, absolve, They (m), Indicative,absoudre
absoudre, abso, 3-pl-f, indicatif-present, absolve, They (f), Indicative,absoudre
absoudre, abso, 3-sg-m, participe-passe, absolve, He, Participal,absoudre
absoudre, abso, 3-pl-m, participe-passe, absolve, They (m), Participal,absoudre
absoudre, abso, 3-sg-f, participe-passe, absolve, She, Participal,absoudre
absoudre, abso, 3-pl-f, participe-passe, absolve, They (f), Participal,absoudre
absoudre, abso, 1-sg, subjonctif-imparfait, absolve, I, Subjonctive,absoudre
absoudre, abso, 2-sg, subjonctif-imparfait, absolve, You, Subjonctive,absoudre
absoudre, abso, 3-sg-m, subjonctif-imparfait, absolve, He, Subjonctive,absoudre
absoudre, abso, 3-sg-f, subjonctif-imparfait, absolve, She, Subjonctive,absoudre
absoudre, abso, 3-sg-n, subjonctif-imparfait, absolve, It, Subjonctive,absoudre
absoudre, abso, 1-pl, subjonctif-imparfait, absolve, We, Subjonctive,absoudre
absoudre, abso, 2-pl, subjonctif-imparfait, absolve, You all, Subjonctive,absoudre
absoudre, abso, 3-pl-m, subjonctif-imparfait, absolve, They (m), Subjonctive,absoudre
absoudre, abso, 3-pl-f, subjonctif-imparfait, absolve, They (f), Subjonctive,absoudre
absoudre, abso, 1-sg, subjonctif-present, absolve, I, Subjonctive,absoudre
absoudre, abso, 2-sg, subjonctif-present, absolve, You, Subjonctive,absoudre
absoudre, abso, 3-sg-m, subjonctif-present, absolve, He, Subjonctive,absoudre
absoudre, abso, 3-sg-f, subjonctif-present, absolve, She, Subjonctive,absoudre
absoudre, abso, 3-sg-n, subjonctif-present, absolve, It, Subjonctive,absoudre
absoudre, abso, 1-pl, subjonctif-present, absolve, We, Subjonctive,absoudre
absoudre, abso, 2-pl, subjonctif-present, absolve, You all, Subjonctive,absoudre
absoudre, abso, 3-pl-m, subjonctif-present, absolve, They (m), Subjonctive,absoudre
absoudre, abso, 3-pl-f, subjonctif-present, absolve, They (f), Subjonctive,absoudre
accroitre, accr, 1-sg, conditionnel-present, increase, I, Conditional,accroitre
accroitre, accr, 2-sg, conditionnel-present, increase, You, Conditional,accroitre
accroitre, accr, 3-sg-m, conditionnel-present, increase, He, Conditional,accroitre
accroitre, accr, 3-sg-f, conditionnel-present, increase, She, Conditional,accroitre
accroitre, accr, 3-sg-n, conditionnel-present, increase, It, Conditional,accroitre
accroitre, accr, 1-pl, conditionnel-present, increase, We, Conditional,accroitre
accroitre, accr, 2-pl, conditionnel-present, increase, You all, Conditional,accroitre
accroitre, accr, 3-pl-m, conditionnel-present, increase, They (m), Conditional,accroitre
accroitre, accr, 3-pl-f, conditionnel-present, increase, They (f), Conditional,accroitre
accroitre, accr, 1-sg, imperatif-present, increase, I, Imperative,accroitre
accroitre, accr, 2-sg, imperatif-present, increase, You, Imperative,accroitre
accroitre, accr, 3-sg-m, imperatif-present, increase, He, Imperative,accroitre
accroitre, accr, 3-sg-f, imperatif-present, increase, She, Imperative,accroitre
accroitre, accr, 3-sg-n, imperatif-present, increase, It, Imperative,accroitre
accroitre, accr, 1-sg, indicatif-futur, increase, I, Indicative,accroitre
accroitre, accr, 2-sg, indicatif-futur, increase, You, Indicative,accroitre
accroitre, accr, 3-sg-m, indicatif-futur, increase, He, Indicative,accroitre
accroitre, accr, 3-sg-f, indicatif-futur, increase, She, Indicative,accroitre
accroitre, accr, 3-sg-n, indicatif-futur, increase, It, Indicative,accroitre
accroitre, accr, 1-pl, indicatif-futur, increase, We, Indicative,accroitre
accroitre, accr, 2-pl, indicatif-futur, increase, You all, Indicative,accroitre
accroitre, accr, 3-pl-m, indicatif-futur, increase, They (m), Indicative,accroitre
accroitre, accr, 3-pl-f, indicatif-futur, increase, They (f), Indicative,accroitre
accroitre, accr, 1-sg, indicatif-imparfait, increase, I, Indicative,accroitre
accroitre, accr, 2-sg, indicatif-imparfait, increase, You, Indicative,accroitre
accroitre, accr, 3-sg-m, indicatif-imparfait, increase, He, Indicative,accroitre
accroitre, accr, 3-sg-f, indicatif-imparfait, increase, She, Indicative,accroitre
accroitre, accr, 3-sg-n, indicatif-imparfait, increase, It, Indicative,accroitre
accroitre, accr, 1-pl, indicatif-imparfait, increase, We, Indicative,accroitre
accroitre, accr, 2-pl, indicatif-imparfait, increase, You all, Indicative,accroitre
accroitre, accr, 3-pl-m, indicatif-imparfait, increase, They (m), Indicative,accroitre
accroitre, accr, 3-pl-f, indicatif-imparfait, increase, They (f), Indicative,accroitre
accroitre, accr, 1-sg, indicatif-passe-simple, increase, I, Indicative,accroitre
accroitre, accr, 2-sg, indicatif-passe-simple, increase, You, Indicative,accroitre
accroitre, accr, 3-sg-m, indicatif-passe-simple, increase, He, Indicative,accroitre
accroitre, accr, 3-sg-f, indicatif-passe-simple, increase, She, Indicative,accroitre
accroitre, accr, 3-sg-n, indicatif-passe-simple, increase, It, Indicative,accroitre
accroitre, accr, 1-pl, indicatif-passe-simple, increase, We, Indicative,accroitre
accroitre, accr, 2-pl, indicatif-passe-simple, increase, You all, Indicative,accroitre
accroitre, accr, 3-pl-m, indicatif-passe-simple, increase, They (m), Indicative,accroitre
accroitre, accr, 3-pl-f, indicatif-passe-simple, increase, They (f), Indicative,accroitre
accroitre, accr, 1-sg, indicatif-present, increase, I, Indicative,accroitre
accroitre, accr, 2-sg, indicatif-present, increase, You, Indicative,accroitre
accroitre, accr, 3-sg-m, indicatif-present, increase, He, Indicative,accroitre
accroitre, accr, 3-sg-f, indicatif-present, increase, She, Indicative,accroitre
accroitre, accr, 3-sg-n, indicatif-present, increase, It, Indicative,accroitre
accroitre, accr, 1-pl, indicatif-present, increase, We, Indicative,accroitre
accroitre, accr, 2-pl, indicatif-present, increase, You all, Indicative,accroitre
accroitre, accr, 3-pl-m, indicatif-present, increase, They (m), Indicative,accroitre
accroitre, accr, 3-pl-f, indicatif-present, increase, They (f), Indicative,accroitre
accroitre, accr, 3-sg-m, participe-passe, increase, He, Participal,accroitre
accroitre, accr, 3-pl-m, participe-passe, increase, They (m), Participal,accroitre
accroitre, accr, 3-sg-f, participe-passe, increase, She, Participal,accroitre
accroitre, accr, 3-pl-f, participe-passe, increase, They (f), Participal,accroitre
accroitre, accr, 1-sg, subjonctif-imparfait, increase, I, Subjonctive,accroitre
accroitre, accr, 2-sg, subjonctif-imparfait, increase, You, Subjonctive,accroitre
accroitre, accr, 3-sg-m, subjonctif-imparfait, increase, He, Subjonctive,accroitre
accroitre, accr, 3-sg-f, subjonctif-imparfait, increase, She, Subjonctive,accroitre
accroitre, accr, 3-sg-n, subjonctif-imparfait, increase, It, Subjonctive,accroitre
accroitre, accr, 1-pl, subjonctif-imparfait, increase, We, Subjonctive,accroitre
accroitre, accr, 2-pl, subjonctif-imparfait, increase, You all, Subjonctive,accroitre
accroitre, accr, 3-pl-m, subjonctif-imparfait, increase, They (m), Subjonctive,accroitre
accroitre, accr, 3-pl-f, subjonctif-imparfait, increase, They (f), Subjonctive,accroitre
accroitre, accr, 1-sg, subjonctif-present, increase, I, Subjonctive,accroitre
accroitre, accr, 2-sg, subjonctif-present, increase, You, Subjonctive,accroitre
accroitre, accr, 3-sg-m, subjonctif-present, increase, He, Subjonctive,accroitre
accroitre, accr, 3-sg-f, subjonctif-present, increase, She, Subjonctive,accroitre
accroitre, accr, 3-sg-n, subjonctif-present, increase, It, Subjonctive,accroitre
accroitre, accr, 1-pl, subjonctif-present, increase, We, Subjonctive,accroitre
accroitre, accr, 2-pl, subjonctif-present, increase, You all, Subjonctive,accroitre
accroitre, accr, 3-pl-m, subjonctif-present, increase, They (m), Subjonctive,accroitre
accroitre, accr, 3-pl-f, subjonctif-present, increase, They (f), Subjonctive,accroitre
acheter, ach, 1-sg, conditionnel-present, buy, I, Conditional,acheter
acheter, ach, 2-sg, conditionnel-present, buy, You, Conditional,acheter
acheter, ach, 3-sg-m, conditionnel-present, buy, He, Conditional,acheter
acheter, ach, 3-sg-f, conditionnel-present, buy, She, Conditional,acheter
acheter, ach, 3-sg-n, conditionnel-present, buy, It, Conditional,acheter
acheter, ach, 1-pl, conditionnel-present, buy, We, Conditional,acheter
acheter, ach, 2-pl, conditionnel-present, buy, You all, Conditional,acheter
acheter, ach, 3-pl-m, conditionnel-present, buy, They (m), Conditional,acheter
acheter, ach, 3-pl-f, conditionnel-present, buy, They (f), Conditional,acheter
acheter, ach, 1-sg, imperatif-present, buy, I, Imperative,acheter
acheter, ach, 2-sg, imperatif-present, buy, You, Imperative,acheter
acheter, ach, 3-sg-m, imperatif-present, buy, He, Imperative,acheter
acheter, ach, 3-sg-f, imperatif-present, buy, She, Imperative,acheter
acheter, ach, 3-sg-n, imperatif-present, buy, It, Imperative,acheter
acheter, ach, 1-sg, indicatif-futur, buy, I, Indicative,acheter
acheter, ach, 2-sg, indicatif-futur, buy, You, Indicative,acheter
acheter, ach, 3-sg-m, indicatif-futur, buy, He, Indicative,acheter
acheter, ach, 3-sg-f, indicatif-futur, buy, She, Indicative,acheter
acheter, ach, 3-sg-n, indicatif-futur, buy, It, Indicative,acheter
acheter, ach, 1-pl, indicatif-futur, buy, We, Indicative,acheter
acheter, ach, 2-pl, indicatif-futur, buy, You all, Indicative,acheter
acheter, ach, 3-pl-m, indicatif-futur, buy, They (m), Indicative,acheter
acheter, ach, 3-pl-f, indicatif-futur, buy, They (f), Indicative,acheter
acheter, ach, 1-sg, indicatif-imparfait, buy, I, Indicative,acheter
acheter, ach, 2-sg, indicatif-imparfait, buy, You, Indicative,acheter
acheter, ach, 3-sg-m, indicatif-imparfait, buy, He, Indicative,acheter
acheter, ach, 3-sg-f, indicatif-imparfait, buy, She, Indicative,acheter
acheter, ach, 3-sg-n, indicatif-imparfait, buy, It, Indicative,acheter
acheter, ach, 1-pl, indicatif-imparfait, buy, We, Indicative,acheter
acheter, ach, 2-pl, indicatif-imparfait, buy, You all, Indicative,acheter
acheter, ach, 3-pl-m, indicatif-imparfait, buy, They (m), Indicative,acheter
acheter, ach, 3-pl-f, indicatif-imparfait, buy, They (f), Indicative,acheter
acheter, ach, 1-sg, indicatif-passe-simple, buy, I, Indicative,acheter
acheter, ach, 2-sg, indicatif-passe-simple, buy, You, Indicative,acheter
acheter, ach, 3-sg-m, indicatif-passe-simple, buy, He, Indicative,acheter
acheter, ach, 3-sg-f, indicatif-passe-simple, buy, She, Indicative,acheter
acheter, ach, 3-sg-n, indicatif-passe-simple, buy, It, Indicative,acheter
acheter, ach, 1-pl, indicatif-passe-simple, buy, We, Indicative,acheter
acheter, ach, 2-pl, indicatif-passe-simple, buy, You all, Indicative,acheter
acheter, ach, 3-pl-m, indicatif-passe-simple, buy, They (m), Indicative,acheter
acheter, ach, 3-pl-f, indicatif-passe-simple, buy, They (f), Indicative,acheter
acheter, ach, 1-sg, indicatif-present, buy, I, Indicative,acheter
acheter, ach, 2-sg, indicatif-present, buy, You, Indicative,acheter
acheter, ach, 3-sg-m, indicatif-present, buy, He, Indicative,acheter
acheter, ach, 3-sg-f, indicatif-present, buy, She, Indicative,acheter
acheter, ach, 3-sg-n, indicatif-present, buy, It, Indicative,acheter
acheter, ach, 1-pl, indicatif-present, buy, We, Indicative,acheter
acheter, ach, 2-pl, indicatif-present, buy, You all, Indicative,acheter
acheter, ach, 3-pl-m, indicatif-present, buy, They (m), Indicative,acheter
acheter, ach, 3-pl-f, indicatif-present, buy, They (f), Indicative,acheter
acheter, ach, 3-sg-m, participe-passe, buy, He, Participal,acheter
acheter, ach, 3-pl-m, participe-passe, buy, They (m), Participal,acheter
acheter, ach, 3-sg-f, participe-passe, buy, She, Participal,acheter
acheter, ach, 3-pl-f, participe-passe, buy, They (f), Participal,acheter
acheter, ach, 1-sg, subjonctif-imparfait, buy, I, Subjonctive,acheter
acheter, ach, 2-sg, subjonctif-imparfait, buy, You, Subjonctive,acheter
acheter, ach, 3-sg-m, subjonctif-imparfait, buy, He, Subjonctive,acheter
acheter, ach, 3-sg-f, subjonctif-imparfait, buy, She, Subjonctive,acheter
acheter, ach, 3-sg-n, subjonctif-imparfait, buy, It, Subjonctive,acheter
acheter, ach, 1-pl, subjonctif-imparfait, buy, We, Subjonctive,acheter
acheter, ach, 2-pl, subjonctif-imparfait, buy, You all, Subjonctive,acheter
acheter, ach, 3-pl-m, subjonctif-imparfait, buy, They (m), Subjonctive,acheter
acheter, ach, 3-pl-f, subjonctif-imparfait, buy, They (f), Subjonctive,acheter
acheter, ach, 1-sg, subjonctif-present, buy, I, Subjonctive,acheter
acheter, ach, 2-sg, subjonctif-present, buy, You, Subjonctive,acheter
acheter, ach, 3-sg-m, subjonctif-present, buy, He, Subjonctive,acheter
acheter, ach, 3-sg-f, subjonctif-present, buy, She, Subjonctive,acheter
acheter, ach, 3-sg-n, subjonctif-present, buy, It, Subjonctive,acheter
acheter, ach, 1-pl, subjonctif-present, buy, We, Subjonctive,acheter
acheter, ach, 2-pl, subjonctif-present, buy, You all, Subjonctive,acheter
acheter, ach, 3-pl-m, subjonctif-present, buy, They (m), Subjonctive,acheter
acheter, ach, 3-pl-f, subjonctif-present, buy, They (f), Subjonctive,acheter
acquerir, acqu, 1-sg, conditionnel-present, acquire, I, Conditional,acquerir
acquerir, acqu, 2-sg, conditionnel-present, acquire, You, Conditional,acquerir
acquerir, acqu, 3-sg-m, conditionnel-present, acquire, He, Conditional,acquerir
acquerir, acqu, 3-sg-f, conditionnel-present, acquire, She, Conditional,acquerir
acquerir, acqu, 3-sg-n, conditionnel-present, acquire, It, Conditional,acquerir
acquerir, acqu, 1-pl, conditionnel-present, acquire, We, Conditional,acquerir
acquerir, acqu, 2-pl, conditionnel-present, acquire, You all, Conditional,acquerir
acquerir, acqu, 3-pl-m, conditionnel-present, acquire, They (m), Conditional,acquerir
acquerir, acqu, 3-pl-f, conditionnel-present, acquire, They (f), Conditional,acquerir
acquerir, acqu, 1-sg, imperatif-present, acquire, I, Imperative,acquerir
acquerir, acqu, 2-sg, imperatif-present, acquire, You, Imperative,acquerir
acquerir, acqu, 3-sg-m, imperatif-present, acquire, He, Imperative,acquerir
acquerir, acqu, 3-sg-f, imperatif-present, acquire, She, Imperative,acquerir
acquerir, acqu, 3-sg-n, imperatif-present, acquire, It, Imperative,acquerir
acquerir, acqu, 1-sg, indicatif-futur, acquire, I, Indicative,acquerir
acquerir, acqu, 2-sg, indicatif-futur, acquire, You, Indicative,acquerir
acquerir, acqu, 3-sg-m, indicatif-futur, acquire, He, Indicative,acquerir
acquerir, acqu, 3-sg-f, indicatif-futur, acquire, She, Indicative,acquerir
acquerir, acqu, 3-sg-n, indicatif-futur, acquire, It, Indicative,acquerir
acquerir, acqu, 1-pl, indicatif-futur, acquire, We, Indicative,acquerir
acquerir, acqu, 2-pl, indicatif-futur, acquire, You all, Indicative,acquerir
acquerir, acqu, 3-pl-m, indicatif-futur, acquire, They (m), Indicative,acquerir
